AnimalID,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,year,month,neutralized
A716491,Adoption,1,0,4.0,2015,11,1.0
A547088,Adoption,1,0,6.0,2015,6,1.0
A716372,Adoption,1,0,0.16666666666666666,2016,1,1.0
A676813,Return_to_owner,1,0,2.0,2014,4,1.0
A682879,Transfer,0,1,0.08333333333333333,2014,7,0.0
A703780,Adoption,1,1,1.0,2015,6,1.0
A712980,Transfer,0,0,0.019230769230769232,2015,10,0.0
A669899,Transfer,1,1,0.4166666666666667,2014,4,1.0
A703887,Transfer,0,1,0.08333333333333333,2015,6,0.0
A686705,Transfer,0,1,2.0,2014,8,0.0
A675940,Transfer,0,0,0.00821917808219178,2014,4,0.0
A681508,Transfer,1,0,0.25,2014,6,1.0
A687069,Adoption,1,1,0.3333333333333333,2014,12,1.0
A697812,Adoption,0,1,6.0,2015,3,1.0
A696438,Return_to_owner,1,0,2.0,2015,6,1.0
A655516,Transfer,1,1,2.0,2013,12,1.0
A716316,Adoption,0,0,0.3333333333333333,2015,12,1.0
A678847,Adoption,1,1,0.08333333333333333,2014,6,1.0
A664749,Adoption,0,0,0.16666666666666666,2013,11,1.0
A701041,Return_to_owner,0,1,0.25,2015,7,1.0
A689132,Adoption,0,0,0.16666666666666666,2014,10,1.0
A714280,Adoption,0,0,0.25,2015,12,1.0
A699036,Adoption,1,1,2.0,2015,4,1.0
A704944,Return_to_owner,1,1,4.0,2016,1,1.0
A718762,Transfer,1,1,0.75,2016,1,1.0
A701484,Transfer,0,0,0.057692307692307696,2015,4,
A688447,Transfer,1,0,0.6666666666666666,2014,9,0.0
A690025,Transfer,0,1,0.16666666666666666,2014,10,0.0
A716774,Return_to_owner,1,0,3.0,2015,11,1.0
A661823,Adoption,1,1,1.0,2013,11,1.0
A709817,Adoption,1,0,1.0,2015,8,1.0
A693807,Return_to_owner,1,0,0.4166666666666667,2014,12,1.0
A689246,Transfer,0,1,2.0,2014,10,1.0
A704206,Transfer,0,0,0.038461538461538464,2015,6,
A714104,Transfer,1,1,0.16666666666666666,2015,10,0.0
A679538,Transfer,0,0,1.0,2014,5,
A690734,Transfer,1,1,4.0,2014,11,1.0
A702233,Euthanasia,0,0,0.75,2015,5,0.0
A682338,Adoption,1,0,1.0,2014,8,1.0
A674317,Return_to_owner,0,0,11.0,2014,3,1.0
A708469,Adoption,1,1,1.0,2015,8,1.0
A707305,Adoption,0,0,0.08333333333333333,2015,7,0.0
A683893,Return_to_owner,0,1,1.0,2014,7,1.0
A716399,Adoption,0,0,0.16666666666666666,2015,12,1.0
A715717,Return_to_owner,1,0,0.6666666666666666,2015,11,1.0
A717520,Return_to_owner,1,1,3.0,2015,12,1.0
A699512,Adoption,1,0,1.0,2015,8,1.0
A700337,Transfer,1,0,4.0,2015,4,1.0
A713324,Transfer,1,0,2.0,2015,10,1.0
A688264,Adoption,1,1,1.0,2015,1,1.0
A678921,Euthanasia,1,0,12.0,2014,5,1.0
A677949,Adoption,1,1,2.0,2014,5,1.0
A664093,Transfer,1,1,5.0,2013,10,1.0
A719197,Transfer,1,0,1.0,2016,2,1.0
A690075,Transfer,0,0,0.5833333333333334,2014,10,0.0
A664571,Adoption,0,1,2.0,2013,10,1.0
A681170,Died,0,1,0.3333333333333333,2014,9,0.0
A698909,Return_to_owner,1,0,4.0,2015,3,1.0
A705770,Adoption,1,1,5.0,2016,2,1.0
A673756,Transfer,0,0,0.16666666666666666,2014,3,0.0
A670209,Transfer,1,0,0.8333333333333334,2014,1,0.0
A662762,Adoption,0,1,0.08333333333333333,2013,10,1.0
A665310,Adoption,0,1,0.25,2013,12,1.0
A687266,Adoption,1,1,1.0,2014,9,1.0
A690797,Euthanasia,0,0,12.0,2014,10,0.0
A713588,Adoption,1,0,8.0,2016,2,1.0
A677179,Return_to_owner,1,1,3.0,2014,5,1.0
A686366,Transfer,0,0,0.005479452054794521,2014,8,0.0
A672735,Transfer,1,1,1.0,2014,3,0.0
A688407,Return_to_owner,1,0,9.0,2014,9,1.0
A701191,Return_to_owner,1,0,0.08333333333333333,2015,4,1.0
A685224,Adoption,1,0,1.0,2014,8,1.0
A656434,Adoption,0,1,14.0,2013,12,1.0
A685335,Transfer,0,0,0.25,2014,8,
A695169,Adoption,1,1,2.0,2015,6,1.0
A704336,Transfer,0,0,1.0,2015,6,
A707480,Return_to_owner,1,0,3.0,2015,7,1.0
A714777,Adoption,1,1,0.4166666666666667,2015,10,1.0
A689943,Adoption,0,1,0.16666666666666666,2014,10,1.0
A665362,Transfer,0,0,0.16666666666666666,2013,10,0.0
A683579,Adoption,0,0,0.25,2014,7,1.0
A714555,Return_to_owner,1,0,1.0,2015,10,0.0
A675166,Euthanasia,0,0,3.0,2014,3,0.0
A592335,Adoption,1,0,5.0,2015,8,1.0
A632333,Adoption,1,0,1.0,2013,10,1.0
A669761,Transfer,1,1,0.6666666666666666,2014,3,1.0
A666332,Adoption,0,0,0.16666666666666666,2013,11,1.0
A714254,Transfer,0,0,0.019230769230769232,2015,10,0.0
A710029,Adoption,1,1,0.16666666666666666,2015,8,1.0
A703985,Transfer,1,0,3.0,2015,7,1.0
A719584,Transfer,1,0,3.0,2016,1,0.0
A703519,Transfer,0,0,0.057692307692307696,2015,5,
A688621,Adoption,0,0,3.0,2014,10,1.0
A705299,Euthanasia,1,0,2.0,2015,11,1.0
A701161,Euthanasia,0,1,13.0,2015,8,1.0
A701436,Transfer,1,0,0.08333333333333333,2015,5,0.0
A694626,Adoption,1,0,0.16666666666666666,2015,1,1.0
A699142,Adoption,0,1,0.16666666666666666,2015,5,1.0
A714564,Adoption,1,0,1.0,2015,12,1.0
A681909,Adoption,1,0,0.8333333333333334,2014,6,1.0
A704100,Transfer,1,1,0.019230769230769232,2015,6,0.0
A678914,Adoption,1,1,0.08333333333333333,2014,7,1.0
A715333,Return_to_owner,1,1,2.0,2015,11,1.0
A688752,Transfer,0,1,0.057692307692307696,2014,9,0.0
A689438,Adoption,1,0,2.0,2014,12,1.0
A717994,Transfer,1,1,1.0,2016,1,1.0
A693840,Adoption,1,1,1.0,2015,11,1.0
A707601,Adoption,1,0,1.0,2015,8,1.0
A665939,Transfer,0,1,1.0,2013,11,1.0
A695186,Transfer,1,0,0.5,2015,1,0.0
A699904,Transfer,0,1,0.019230769230769232,2015,4,0.0
A689605,Adoption,0,1,0.3333333333333333,2014,11,1.0
A716851,Euthanasia,0,0,0.16666666666666666,2015,12,0.0
A714141,Adoption,1,1,8.0,2016,1,1.0
A691290,Return_to_owner,1,0,0.16666666666666666,2014,11,1.0
A666890,Adoption,0,1,0.16666666666666666,2013,11,1.0
A688629,Transfer,0,0,0.038461538461538464,2014,9,0.0
A706310,Euthanasia,0,1,16.0,2015,6,0.0
A712209,Adoption,1,0,1.0,2015,9,1.0
A691600,Adoption,1,1,2.0,2015,3,1.0
A690298,Return_to_owner,1,0,1.0,2014,10,1.0
A705843,Euthanasia,1,1,0.25,2015,6,0.0
A667318,Adoption,1,1,0.16666666666666666,2013,11,1.0
A658843,Adoption,1,0,3.0,2015,6,1.0
A693123,Adoption,1,1,2.0,2014,12,1.0
A678710,Adoption,0,0,0.3333333333333333,2014,8,1.0
A693202,Adoption,1,0,1.0,2014,12,1.0
A713758,Transfer,0,1,2.0,2015,10,1.0
A717711,Adoption,1,1,0.5,2015,12,1.0
A670573,Adoption,0,1,0.16666666666666666,2014,1,1.0
A662741,Transfer,0,0,0.08333333333333333,2013,10,0.0
A682296,Transfer,0,0,1.0,2014,7,1.0
A688701,Adoption,0,0,0.16666666666666666,2014,9,1.0
A720168,Return_to_owner,1,0,3.0,2016,2,1.0
A680658,Adoption,1,1,0.16666666666666666,2014,6,1.0
A699916,Transfer,0,1,2.0,2015,4,1.0
A700144,Adoption,0,1,1.0,2015,8,1.0
A672462,Transfer,0,0,2.0,2014,2,1.0
A687791,Transfer,1,1,1.0,2014,9,0.0
A718103,Adoption,0,0,0.5,2016,1,1.0
A701781,Adoption,0,0,0.16666666666666666,2015,6,1.0
A711349,Adoption,0,0,0.16666666666666666,2015,10,1.0
A712850,Adoption,1,1,0.16666666666666666,2015,10,1.0
A681201,Adoption,1,0,0.16666666666666666,2014,6,1.0
A701666,Transfer,1,0,4.0,2015,5,0.0
A703612,Adoption,0,1,0.08333333333333333,2015,6,1.0
A652259,Transfer,1,0,1.0,2014,1,1.0
A686008,Adoption,1,0,1.0,2014,8,1.0
A693663,Adoption,1,1,2.0,2014,12,1.0
A665428,Transfer,0,0,1.0,2013,10,0.0
A701038,Adoption,0,1,0.16666666666666666,2015,6,1.0
A700745,Transfer,0,1,0.057692307692307696,2015,4,0.0
A685207,Transfer,0,0,0.25,2014,8,0.0
A716317,Return_to_owner,1,1,7.0,2015,12,1.0
A712669,Transfer,0,0,3.0,2015,9,0.0
A720644,Transfer,0,1,2.0,2016,2,0.0
A693532,Adoption,1,1,0.08333333333333333,2014,12,1.0
A697168,Transfer,1,0,5.0,2015,2,1.0
A676892,Adoption,1,0,0.8333333333333334,2014,4,1.0
A681269,Transfer,1,0,0.16666666666666666,2014,6,0.0
A678662,Transfer,0,0,0.038461538461538464,2014,5,0.0
A669474,Return_to_owner,1,0,5.0,2013,12,1.0
A705479,Adoption,1,1,0.16666666666666666,2015,6,1.0
A673387,Adoption,0,0,0.4166666666666667,2014,3,1.0
A668471,Transfer,0,0,1.0,2015,3,1.0
A676686,Adoption,1,0,2.0,2014,12,1.0
A701651,Adoption,1,0,0.16666666666666666,2015,5,1.0
A695787,Return_to_owner,1,0,3.0,2015,1,1.0
A713149,Adoption,1,1,1.0,2015,10,1.0
A703316,Return_to_owner,1,1,2.0,2015,5,1.0
A698676,Transfer,1,1,4.0,2015,3,1.0
A702952,Adoption,1,0,0.16666666666666666,2015,5,1.0
A668526,Adoption,1,0,0.16666666666666666,2014,2,1.0
A668509,Adoption,1,0,1.0,2014,2,1.0
A702208,Transfer,0,0,0.038461538461538464,2015,5,
A683192,Transfer,1,1,0.16666666666666666,2014,7,0.0
A702316,Adoption,1,0,6.0,2015,5,1.0
A684215,Transfer,0,1,0.09615384615384616,2014,7,0.0
A715195,Return_to_owner,0,0,0.6666666666666666,2015,11,1.0
A680400,Transfer,0,0,0.08333333333333333,2014,6,0.0
A716703,Transfer,0,1,0.3333333333333333,2015,11,0.0
A665084,Transfer,0,1,0.5833333333333334,2013,10,0.0
A682641,Adoption,0,1,0.16666666666666666,2014,7,1.0
A716811,Return_to_owner,1,0,3.0,2015,11,1.0
A692255,Return_to_owner,0,0,2.0,2014,11,1.0
A702420,Adoption,0,0,0.16666666666666666,2015,7,1.0
A692963,Transfer,1,1,0.16666666666666666,2014,11,0.0
A689374,Adoption,0,0,0.16666666666666666,2014,11,1.0
A698370,Transfer,0,0,1.0,2015,3,1.0
A680319,Transfer,0,0,2.0,2014,6,0.0
A700447,Transfer,1,0,2.0,2015,4,1.0
A696127,Return_to_owner,1,0,2.0,2015,2,1.0
A702466,Adoption,1,0,0.25,2015,5,1.0
A683721,Transfer,0,1,0.038461538461538464,2014,7,0.0
A708175,Adoption,0,1,0.08333333333333333,2015,8,1.0
A713434,Transfer,0,0,0.25,2015,10,1.0
A669132,Return_to_owner,1,0,0.75,2013,12,0.0
A680656,Transfer,0,1,0.038461538461538464,2014,6,0.0
A719429,Transfer,0,0,6.0,2016,2,1.0
A685070,Transfer,1,1,12.0,2014,8,1.0
A717450,Transfer,0,1,0.75,2015,12,1.0
A662781,Transfer,0,0,0.3333333333333333,2013,10,1.0
A680041,Euthanasia,1,1,12.0,2014,6,0.0
A694711,Adoption,1,0,0.6666666666666666,2015,1,1.0
A692336,Adoption,1,1,1.0,2015,7,1.0
A704729,Euthanasia,0,0,0.038461538461538464,2015,6,
A669925,Euthanasia,0,0,2.0,2013,12,1.0
A688973,Adoption,1,0,1.0,2014,10,1.0
A690456,Euthanasia,1,1,4.0,2014,10,0.0
A689862,Adoption,1,0,1.0,2014,10,1.0
A680820,Adoption,0,0,0.16666666666666666,2014,6,1.0
A427866,Euthanasia,1,0,8.0,2014,5,1.0
A677703,Transfer,0,0,0.019230769230769232,2014,4,0.0
A679739,Adoption,1,1,0.8333333333333334,2014,6,1.0
A679217,Transfer,0,1,0.25,2014,5,0.0
A714491,Return_to_owner,1,1,10.0,2015,10,1.0
A673258,Adoption,1,1,0.3333333333333333,2014,2,1.0
A675901,Transfer,1,0,3.0,2014,4,1.0
A698858,Euthanasia,1,1,3.0,2015,7,1.0
A689185,Adoption,1,1,0.08333333333333333,2014,10,1.0
A601869,Return_to_owner,0,0,2.0,2013,11,1.0
A710275,Adoption,1,0,0.16666666666666666,2015,8,1.0
A708214,Adoption,1,1,1.0,2015,7,1.0
A691326,Transfer,1,0,0.25,2014,11,1.0
A662912,Transfer,0,0,0.16666666666666666,2013,10,1.0
A667415,Return_to_owner,1,1,5.0,2013,11,1.0
A661418,Adoption,1,1,2.0,2014,2,1.0
A696296,Adoption,1,0,2.0,2015,3,1.0
A691908,Adoption,0,1,0.16666666666666666,2014,12,1.0
A694847,Transfer,1,1,0.038461538461538464,2015,1,0.0
A691752,Transfer,0,1,0.057692307692307696,2014,11,0.0
A709798,Transfer,1,0,0.08333333333333333,2015,8,0.0
A645676,Return_to_owner,1,0,3.0,2015,9,1.0
A674171,Transfer,0,1,0.6666666666666666,2014,4,1.0
A681873,Transfer,0,1,1.0,2014,6,0.0
A685066,Adoption,0,1,0.16666666666666666,2014,8,1.0
A714055,Adoption,0,0,1.0,2015,11,1.0
A680765,Return_to_owner,1,0,10.0,2014,6,1.0
A718329,Transfer,1,0,1.0,2016,1,0.0
A696606,Adoption,1,0,2.0,2015,8,1.0
A707021,Transfer,0,0,0.0136986301369863,2015,7,
A671338,Transfer,1,0,2.0,2014,2,1.0
A687852,Return_to_owner,0,0,0.5,2014,9,1.0
A716347,Transfer,0,0,0.038461538461538464,2015,11,0.0
A670515,Return_to_owner,0,0,2.0,2014,1,1.0
A694894,Return_to_owner,1,0,0.038461538461538464,2015,1,0.0
A711461,Adoption,1,1,7.0,2015,12,1.0
A697203,Transfer,0,0,1.0,2015,2,0.0
A716057,Transfer,0,1,0.057692307692307696,2015,11,0.0
A663595,Adoption,0,1,0.25,2013,10,0.0
A673985,Return_to_owner,1,0,6.0,2015,4,1.0
A690791,Transfer,0,1,0.07692307692307693,2014,10,0.0
A668947,Transfer,1,1,2.0,2013,12,0.0
A711831,Transfer,1,0,0.08333333333333333,2015,9,0.0
A669368,Adoption,1,0,0.25,2014,2,1.0
A685597,Adoption,1,0,0.16666666666666666,2014,8,1.0
A687175,Adoption,1,1,4.0,2014,11,1.0
A698538,Adoption,1,0,1.0,2015,4,1.0
A678483,Transfer,1,1,3.0,2014,5,1.0
A688053,Transfer,0,1,0.3333333333333333,2014,9,0.0
A690130,Adoption,1,0,2.0,2015,2,1.0
A708639,Return_to_owner,1,0,12.0,2015,8,1.0
A681507,Return_to_owner,1,0,5.0,2014,10,1.0
A667657,Adoption,1,0,7.0,2013,12,1.0
A678403,Transfer,0,1,0.038461538461538464,2014,5,0.0
A675013,Adoption,1,1,0.16666666666666666,2014,3,1.0
A711893,Transfer,1,1,0.4166666666666667,2015,9,1.0
A706944,Adoption,0,0,2.0,2015,8,1.0
A705457,Return_to_owner,0,1,0.3333333333333333,2015,6,1.0
A684130,Return_to_owner,1,0,4.0,2014,7,1.0
A666259,Adoption,1,1,11.0,2013,11,1.0
A719925,Adoption,1,1,1.0,2016,2,1.0
A680770,Transfer,1,0,0.005479452054794521,2014,6,
A694963,Return_to_owner,1,1,3.0,2015,1,1.0
A659844,Adoption,0,0,0.25,2013,10,1.0
A690798,Euthanasia,1,0,0.08333333333333333,2014,10,0.0
A702966,Transfer,0,0,0.057692307692307696,2015,5,0.0
A718936,Adoption,0,1,0.5,2016,1,1.0
A694678,Transfer,0,0,1.0,2015,1,
A683452,Transfer,0,1,0.08333333333333333,2014,7,0.0
A677083,Adoption,0,0,0.16666666666666666,2014,5,1.0
A697028,Transfer,1,0,1.0,2015,6,1.0
A688284,Return_to_owner,1,0,3.0,2014,9,1.0
A712994,Return_to_owner,1,1,1.0,2015,10,1.0
A691105,Transfer,1,0,0.8333333333333334,2014,11,1.0
A713622,Euthanasia,1,1,2.0,2015,12,1.0
A614817,Return_to_owner,1,1,9.0,2014,8,1.0
A662918,Adoption,1,0,0.5833333333333334,2013,12,1.0
A699014,Euthanasia,0,0,0.0,2015,3,
A703288,Return_to_owner,1,0,0.75,2015,6,1.0
A665566,Transfer,1,0,1.0,2013,10,1.0
A649271,Adoption,1,0,3.0,2015,4,1.0
A682865,Return_to_owner,1,0,1.0,2014,7,1.0
A679489,Adoption,1,0,1.0,2014,5,1.0
A684596,Adoption,0,1,3.0,2016,2,1.0
A664559,Adoption,1,0,1.0,2013,10,0.0
A678272,Adoption,0,0,0.16666666666666666,2014,7,1.0
A672193,Euthanasia,0,0,0.3333333333333333,2014,6,1.0
A669930,Adoption,1,0,2.0,2014,1,1.0
A666166,Euthanasia,1,0,2.0,2013,11,0.0
A684644,Transfer,0,0,1.0,2014,7,
A692955,Adoption,0,1,0.16666666666666666,2015,1,1.0
A679264,Transfer,0,1,0.057692307692307696,2014,5,0.0
A705774,Transfer,0,1,1.0,2015,6,0.0
A699549,Euthanasia,1,0,3.0,2015,3,0.0
A711400,Return_to_owner,1,1,1.0,2015,9,1.0
A704681,Return_to_owner,1,0,2.0,2015,6,1.0
A667558,Transfer,1,1,7.0,2013,11,1.0
A686907,Transfer,0,0,0.0027397260273972603,2014,8,0.0
A708884,Transfer,0,0,0.057692307692307696,2015,8,
A681226,Return_to_owner,1,0,3.0,2014,12,1.0
A713852,Adoption,0,1,0.16666666666666666,2015,10,0.0
A704178,Adoption,1,1,0.16666666666666666,2015,6,1.0
A307592,Adoption,0,0,12.0,2014,6,1.0
A664078,Adoption,1,0,0.8333333333333334,2013,10,1.0
A679840,Adoption,1,1,0.16666666666666666,2014,6,1.0
A526237,Return_to_owner,1,1,6.0,2013,11,1.0
A682283,Adoption,0,1,0.16666666666666666,2014,7,1.0
A667607,Transfer,0,0,2.0,2013,11,0.0
A704756,Transfer,1,1,0.6666666666666666,2015,7,1.0
A677620,Adoption,1,0,0.08333333333333333,2014,5,1.0
A691573,Transfer,1,1,1.0,2014,11,1.0
A673655,Adoption,1,0,2.0,2015,7,1.0
A704929,Adoption,0,1,0.16666666666666666,2015,8,1.0
A687417,Adoption,1,0,0.5,2014,9,1.0
A667332,Transfer,0,0,2.0,2013,11,
A702501,Return_to_owner,1,1,2.0,2015,5,1.0
A677447,Adoption,1,0,3.0,2014,6,1.0
A676159,Transfer,1,1,1.0,2014,4,0.0
A716175,Adoption,1,1,2.0,2015,11,1.0
A679198,Transfer,1,1,3.0,2014,5,0.0
A687057,Transfer,0,1,0.4166666666666667,2014,8,0.0
A453933,Return_to_owner,1,0,11.0,2014,5,1.0
A710002,Transfer,0,1,0.057692307692307696,2015,8,0.0
A701810,Transfer,0,0,0.038461538461538464,2015,5,
A682460,Adoption,1,1,2.0,2014,7,1.0
A674337,Transfer,0,1,2.0,2014,4,1.0
A694157,Adoption,0,0,0.16666666666666666,2015,1,1.0
A688106,Adoption,0,1,0.16666666666666666,2014,9,1.0
A694655,Return_to_owner,1,0,2.0,2015,1,1.0
A680916,Adoption,1,1,3.0,2014,6,1.0
A718052,Return_to_owner,1,0,0.4166666666666667,2015,12,1.0
A689085,Transfer,1,0,1.0,2014,10,1.0
A669931,Adoption,1,0,6.0,2014,1,1.0
A717515,Return_to_owner,1,1,2.0,2015,12,1.0
A662264,Adoption,1,0,2.0,2013,12,1.0
A677256,Return_to_owner,1,0,3.0,2014,4,1.0
A704401,Transfer,0,1,0.16666666666666666,2015,7,1.0
A686526,Transfer,0,0,0.010958904109589041,2014,8,0.0
A713180,Transfer,0,0,1.0,2015,10,1.0
A693966,Return_to_owner,1,1,0.038461538461538464,2014,12,0.0
A669910,Transfer,1,0,0.08333333333333333,2014,2,0.0
A712788,Adoption,0,0,0.16666666666666666,2015,11,1.0
A714686,Transfer,1,1,3.0,2015,10,1.0
A708596,Adoption,1,1,2.0,2015,8,1.0
A700491,Transfer,0,0,15.0,2015,4,1.0
A683295,Adoption,0,1,0.16666666666666666,2014,8,1.0
A687075,Adoption,0,0,0.16666666666666666,2014,9,1.0
A695991,Adoption,1,1,1.0,2015,2,1.0
A676868,Adoption,0,1,0.16666666666666666,2014,5,1.0
A719227,Transfer,1,0,0.25,2016,1,0.0
A666586,Transfer,0,0,1.0,2013,11,
A692265,Transfer,0,1,0.07692307692307693,2014,11,0.0
A680321,Transfer,1,0,1.0,2014,6,1.0
A708092,Euthanasia,0,1,1.0,2015,7,0.0
A674949,Transfer,1,1,0.25,2014,3,1.0
A712357,Transfer,0,1,0.4166666666666667,2015,9,0.0
A696995,Transfer,1,0,12.0,2015,3,1.0
A681039,Transfer,0,0,0.038461538461538464,2014,6,
A697186,Transfer,0,0,1.0,2015,2,0.0
A631184,Return_to_owner,1,0,8.0,2014,11,1.0
A688678,Adoption,1,1,2.0,2014,9,1.0
A679237,Transfer,1,0,0.3333333333333333,2014,5,0.0
A690565,Transfer,0,0,0.057692307692307696,2014,10,0.0
A681821,Transfer,0,1,1.0,2014,7,0.0
A711484,Transfer,0,1,2.0,2015,9,0.0
A685408,Adoption,1,0,1.0,2014,8,1.0
A664729,Transfer,1,0,5.0,2013,10,1.0
A670653,Adoption,0,1,0.8333333333333334,2014,9,1.0
A712999,Return_to_owner,1,0,6.0,2015,10,1.0
A662603,Euthanasia,1,0,2.0,2013,11,1.0
A692505,Transfer,0,1,7.0,2014,11,1.0
A689063,Transfer,1,1,0.08333333333333333,2014,9,0.0
A710186,Adoption,1,1,3.0,2015,8,1.0
A704953,Return_to_owner,1,1,4.0,2016,1,1.0
A696174,Adoption,0,0,1.0,2015,12,1.0
A666615,Adoption,1,0,6.0,2014,6,1.0
A699706,Transfer,1,0,4.0,2015,4,1.0
A671603,Adoption,1,0,3.0,2014,2,1.0
A691066,Transfer,1,1,2.0,2014,11,1.0
A683706,Adoption,0,1,0.16666666666666666,2014,9,1.0
A669767,Transfer,1,0,0.16666666666666666,2014,1,0.0
A699046,Return_to_owner,1,1,2.0,2015,3,1.0
A688773,Transfer,1,0,5.0,2014,10,1.0
A700016,Transfer,1,0,2.0,2015,4,0.0
A691601,Adoption,0,1,0.16666666666666666,2014,11,1.0
A689680,Adoption,1,1,2.0,2014,10,1.0
A665004,Return_to_owner,1,0,9.0,2013,10,1.0
A707420,Transfer,1,1,3.0,2015,7,1.0
A664285,Died,0,0,0.0027397260273972603,2013,10,0.0
A620613,Adoption,1,0,5.0,2014,6,1.0
A706864,Adoption,1,1,2.0,2015,7,1.0
A706453,Euthanasia,1,0,7.0,2015,7,0.0
A665446,Transfer,0,0,2.0,2013,10,1.0
A682078,Died,0,0,1.0,2014,6,
A661386,Adoption,1,1,1.0,2013,11,1.0
A695418,Transfer,0,0,0.3333333333333333,2015,1,0.0
A685438,Adoption,1,1,3.0,2014,8,1.0
A683023,Transfer,0,0,2.0,2014,7,
A668255,Return_to_owner,1,0,2.0,2013,12,1.0
A687148,Adoption,0,0,0.16666666666666666,2014,9,1.0
A693244,Return_to_owner,1,0,3.0,2014,12,1.0
A685751,Adoption,1,1,0.3333333333333333,2014,8,1.0
A689537,Adoption,1,1,0.8333333333333334,2014,10,1.0
A705445,Adoption,1,0,2.0,2015,6,1.0
A678213,Adoption,0,1,0.16666666666666666,2014,8,1.0
A701646,Transfer,0,0,0.25,2015,5,0.0
A698319,Adoption,1,1,4.0,2015,3,1.0
A695506,Transfer,0,0,2.0,2015,4,1.0
A711837,Transfer,1,0,0.08333333333333333,2015,9,0.0
A687118,Return_to_owner,1,1,6.0,2014,9,1.0
A681436,Adoption,0,0,0.25,2014,7,1.0
A698699,Adoption,0,1,0.16666666666666666,2015,3,1.0
A701734,Adoption,1,1,2.0,2015,9,1.0
A668553,Adoption,0,1,1.0,2013,12,1.0
A701456,Adoption,0,0,0.16666666666666666,2015,6,1.0
A694986,Transfer,1,0,6.0,2015,1,1.0
A698457,Transfer,1,0,0.16666666666666666,2015,3,0.0
A676928,Adoption,0,1,0.16666666666666666,2014,6,1.0
A719533,Adoption,1,0,1.0,2016,1,1.0
A630671,Adoption,1,0,3.0,2015,5,1.0
A715302,Euthanasia,0,0,1.0,2015,11,0.0
A694714,Adoption,1,0,3.0,2015,3,1.0
A678688,Adoption,1,1,8.0,2014,5,1.0
A679728,Transfer,0,1,3.0,2014,6,1.0
A677193,Adoption,1,0,2.0,2014,8,1.0
A673113,Adoption,1,1,5.0,2014,3,1.0
A683746,Transfer,0,0,0.019230769230769232,2014,7,
A670421,Transfer,1,1,2.0,2014,1,0.0
A675645,Transfer,0,0,2.0,2014,5,0.0
A709255,Adoption,1,1,0.25,2015,8,1.0
A675770,Return_to_owner,1,0,10.0,2014,4,1.0
A714514,Transfer,0,0,2.0,2015,12,1.0
A676104,Return_to_owner,1,0,1.0,2014,4,0.0
A697170,Adoption,1,1,2.0,2015,5,1.0
A692633,Adoption,1,0,0.5,2014,12,1.0
A695492,Transfer,0,0,8.0,2015,3,1.0
A704700,Euthanasia,0,0,2.0,2015,6,1.0
A675352,Euthanasia,1,1,6.0,2014,3,0.0
A485674,Adoption,1,0,9.0,2014,12,1.0
A672113,Adoption,0,0,0.25,2014,2,1.0
A708243,Adoption,1,0,3.0,2015,8,1.0
A667518,Return_to_owner,0,1,2.0,2013,11,1.0
A700543,Adoption,1,0,1.0,2015,4,1.0
A692356,Transfer,0,0,0.3333333333333333,2014,11,0.0
A704978,Transfer,0,1,0.07692307692307693,2015,6,0.0
A695551,Euthanasia,1,0,0.3333333333333333,2015,1,0.0
A704320,Transfer,0,0,0.057692307692307696,2015,6,0.0
A706169,Return_to_owner,1,0,6.0,2015,6,1.0
A685976,Adoption,1,0,4.0,2014,12,1.0
A711412,Transfer,0,1,0.038461538461538464,2015,9,0.0
A700696,Adoption,0,1,0.08333333333333333,2015,5,1.0
A697842,Adoption,0,1,0.16666666666666666,2015,5,1.0
A689624,Euthanasia,1,0,3.0,2014,11,1.0
A680268,Return_to_owner,1,0,9.0,2014,6,1.0
A718364,Adoption,1,1,2.0,2016,1,1.0
A669046,Return_to_owner,1,1,1.0,2013,12,1.0
A682115,Transfer,1,1,0.16666666666666666,2014,6,0.0
A695664,Return_to_owner,1,0,1.0,2015,1,1.0
A708738,Adoption,0,1,1.0,2015,11,1.0
A669842,Transfer,1,0,2.0,2014,1,0.0
A674941,Transfer,0,1,0.0027397260273972603,2014,3,0.0
A681247,Adoption,0,1,0.16666666666666666,2014,7,1.0
A704946,Transfer,0,0,2.0,2015,6,0.0
A713768,Adoption,1,0,3.0,2015,11,1.0
A705987,Return_to_owner,1,0,1.0,2015,7,1.0
A681461,Return_to_owner,1,1,10.0,2014,6,0.0
A708131,Adoption,1,0,0.5,2015,7,1.0
A712590,Died,0,0,0.08333333333333333,2015,10,0.0
A675334,Adoption,0,1,1.0,2014,4,1.0
A666654,Adoption,1,1,3.0,2014,5,1.0
A504813,Return_to_owner,1,1,9.0,2014,12,1.0
A718600,Return_to_owner,1,1,3.0,2016,1,0.0
A680441,Adoption,1,1,0.16666666666666666,2014,6,1.0
A664507,Transfer,1,1,0.8333333333333334,2013,10,0.0
A705637,Transfer,1,0,0.5,2015,6,
A652796,Adoption,1,0,3.0,2015,2,1.0
A678068,Transfer,1,0,2.0,2014,5,1.0
A716947,Adoption,1,1,1.0,2015,12,1.0
A716004,Transfer,1,0,0.9166666666666666,2015,12,1.0
A706424,Transfer,0,0,0.038461538461538464,2015,6,
A517675,Adoption,1,1,11.0,2015,9,1.0
