AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,year,month,neutralized,ColorMix,BreedMix
A687574,Taffy,2014-10-02 11:15:00,Transfer,Dog,Female,3.0,Staffordshire,Black Brindle,2014,10,True,True,False
A681250,Susie,2014-07-12 12:09:00,Transfer,Dog,Female,6.0,Australian Shepherd,Blue Merle,2014,7,True,False,False
A645335,Louie,2014-12-05 18:09:00,Return_to_owner,Dog,Male,7.0,Chihuahua Shorthair,Black,2014,12,True,True,False
A689643,Boris,2014-11-21 18:01:00,Adoption,Dog,Male,2.0,Pit Bull,Brown Brindle,2014,11,True,True,False
A702324,Bindi,2015-05-22 19:06:00,Adoption,Dog,Female,0.75,Black Mouth Cur,Brown,2015,5,True,True,False
A713368,,2015-11-13 11:54:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Blue,2015,11,False,False,False
A680460,Nod,2014-06-29 17:31:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2014,6,True,True,False
A697950,,2015-03-08 18:55:00,Adoption,Dog,Female,0.16666666666666666,Australian Cattle Dog,Tan,2015,3,True,True,False
A699621,Cash,2015-03-31 12:57:00,Return_to_owner,Dog,Male,2.0,German Shepherd,Sable,2015,3,True,False,False
A668142,Sox,2013-12-11 17:43:00,Adoption,Dog,Female,0.16666666666666666,Labrador Retriever,Chocolate,2013,12,True,True,False
A681342,,2014-07-16 12:56:00,Died,Cat,Female,0.08333333333333333,Domestic Shorthair,Brown Tabby,2014,7,False,False,False
A668912,Bella,2013-12-27 11:04:00,Euthanasia,Dog,Female,3.0,Chow Chow,Brown,2013,12,True,False,False
A680509,Margot,2014-08-01 17:39:00,Adoption,Dog,Female,2.0,Australian Shepherd,Blue Merle,2014,8,True,True,False
A668272,Sandy,2013-12-09 15:52:00,Transfer,Dog,Female,4.0,Dachshund,Cream,2013,12,True,True,False
A683567,Owen,2014-08-09 13:10:00,Adoption,Dog,Male,2.0,Labrador Retriever,Brown,2014,8,True,False,False
A669680,Sgt. Buddy,2014-03-28 12:27:00,Return_to_owner,Dog,Male,2.0,Labrador Retriever,Brown Brindle,2014,3,True,True,False
A710831,Luna,2015-09-01 16:28:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Brown Tabby,2015,9,False,True,False
A677398,Cookie,2014-06-29 17:36:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Brown Tabby,2014,6,True,False,False
A693295,,2014-12-09 18:51:00,Adoption,Dog,Male,0.3333333333333333,Redbone Hound,Red,2014,12,True,True,False
A685433,Karma,2014-08-07 16:15:00,Return_to_owner,Dog,Female,8.0,Chihuahua Shorthair,Black,2014,8,True,True,False
A671823,Robbin,2014-02-13 16:47:00,Transfer,Dog,Female,2.0,Toy Fox Terrier,Tricolor,2014,2,True,False,False
A655661,Maxi,2013-10-19 18:11:00,Adoption,Dog,Male,0.5,Boxer,Brown,2013,10,True,True,False
A677104,,2014-04-19 15:52:00,Transfer,Cat,,0.005479452054794521,Domestic Shorthair,Black,2014,4,,False,False
A703166,,2015-05-22 09:00:00,Transfer,Cat,Female,1.0,Domestic Medium Hair,Black,2015,5,False,True,False
A683673,,2014-07-14 09:00:00,Transfer,Cat,Male,1.0,Domestic Shorthair,Cream Tabby,2014,7,True,False,False
A670492,Chuey,2014-01-09 12:03:00,Return_to_owner,Dog,Male,6.0,Shih Tzu,Cream,2014,1,True,True,False
A670486,,2014-01-11 15:15:00,Transfer,Cat,Male,2.0,Domestic Longhair,Blue Tabby,2014,1,False,True,False
A677619,Jammer,2014-12-04 17:26:00,Transfer,Dog,Male,0.6666666666666666,Australian Cattle Dog,White,2014,12,True,True,False
A719117,Morrocco,2016-01-14 18:41:00,Return_to_owner,Dog,Male,0.5833333333333334,Labrador Retriever,Yellow,2016,1,True,False,False
A694308,,2014-12-27 12:11:00,Transfer,Dog,Male,0.005479452054794521,Pit Bull,Chocolate,2014,12,False,True,False
A499024,Dora,2014-01-08 13:21:00,Return_to_owner,Dog,Female,7.0,Labrador Retriever,Brown Brindle,2014,1,True,False,False
A689372,Beamer,2014-10-04 11:08:00,Return_to_owner,Dog,Male,14.0,German Shorthair Pointer,Liver Tick,2014,10,True,False,False
A705052,,2015-06-13 09:00:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Brown Tabby,2015,6,False,False,False
A700721,Marnie,2015-04-26 18:59:00,Adoption,Dog,Female,10.0,Cocker Spaniel,Cream,2015,4,True,False,False
A699954,Moe,2015-04-20 14:08:00,Transfer,Dog,Male,0.5,Labrador Retriever,Black,2015,4,True,False,False
A671110,Zeke,2014-09-26 11:35:00,Transfer,Dog,Male,2.0,German Shepherd,Black,2014,9,True,True,False
A704895,Lauren,2015-06-20 12:20:00,Adoption,Dog,Female,1.0,Labrador Retriever,Tan,2015,6,True,True,False
A683517,Dora,2014-07-19 13:08:00,Transfer,Cat,Female,0.08333333333333333,Domestic Shorthair,Calico,2014,7,False,False,False
A703100,,2015-05-20 18:59:00,Transfer,Cat,,0.057692307692307696,Domestic Shorthair,Tortie,2015,5,,False,False
A708281,,2015-07-26 09:00:00,Transfer,Cat,Male,0.3333333333333333,Domestic Shorthair,White,2015,7,False,True,False
A667755,Nathan,2014-01-03 13:23:00,Euthanasia,Cat,Male,0.16666666666666666,Domestic Longhair,Black,2014,1,True,True,False
A691548,Jacob,2014-11-20 12:36:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Black Smoke,2014,11,True,False,False
A712696,,2015-09-26 19:12:00,Transfer,Dog,Female,0.019230769230769232,Shih Tzu,White,2015,9,False,True,False
A668765,Charlie,2014-07-31 16:16:00,Adoption,Dog,Male,5.0,Pbgv,White,2014,7,True,True,False
A678194,Pancho,2014-06-10 13:27:00,Transfer,Cat,Male,0.8333333333333334,Domestic Shorthair,Black,2014,6,True,True,False
A696244,Snickers,2015-02-25 18:39:00,Adoption,Dog,Female,3.0,Pit Bull,Blue,2015,2,True,True,False
A647169,Rufuss,2013-12-02 15:37:00,Return_to_owner,Dog,Male,2.0,German Shepherd,Black,2013,12,True,True,False
A674453,Lana,2014-03-14 11:00:00,Transfer,Dog,Female,6.0,Wire Hair Fox Terrier,White,2014,3,True,True,False
A704355,Leo,2015-07-12 12:42:00,Return_to_owner,Dog,Male,1.0,Pharaoh Hound,Tan,2015,7,True,True,False
A674705,Max,2014-03-19 18:06:00,Adoption,Dog,Male,4.0,Miniature Schnauzer,Black,2014,3,True,False,False
A701197,,2015-04-25 13:35:00,Transfer,Cat,,0.07692307692307693,Domestic Shorthair,Tortie,2015,4,,False,False
A689738,Sierra,2015-02-01 17:00:00,Return_to_owner,Dog,Female,2.0,Catahoula,Brown Merle,2015,2,True,True,False
A691299,Lara,2014-11-11 12:02:00,Transfer,Dog,Female,2.0,Chihuahua Shorthair,Brown,2014,11,True,False,False
A698730,Pompin,2015-03-27 11:03:00,Return_to_owner,Dog,Male,5.0,Chihuahua Shorthair,Tan,2015,3,True,False,False
A680306,Handlebar,2014-08-10 17:41:00,Adoption,Dog,Male,0.16666666666666666,Australian Kelpie,Sable,2014,8,True,False,False
A693777,,2014-12-15 09:00:00,Transfer,Cat,Male,0.25,Domestic Shorthair,Brown Tabby,2014,12,False,False,False
A706333,Crispin,2015-07-15 17:49:00,Adoption,Cat,Male,0.08333333333333333,Domestic Shorthair,Brown Tabby,2015,7,True,True,False
A685835,Bella,2014-08-24 17:31:00,Return_to_owner,Dog,Female,5.0,Pit Bull,Blue,2014,8,True,True,False
A670246,Barnaby,2014-01-08 12:22:00,Adoption,Dog,Male,2.0,Yorkshire Terrier,Cream,2014,1,True,True,False
A675626,,2014-04-05 13:21:00,Transfer,Dog,Male,0.3333333333333333,Whippet,Black,2014,4,True,False,False
A676217,Theodore,2014-08-03 15:42:00,Adoption,Dog,Male,8.0,Pit Bull,Red,2014,8,True,False,False
A704173,Negra,2015-07-01 16:14:00,Transfer,Dog,Female,0.6666666666666666,Staffordshire,Black,2015,7,True,True,False
A668808,Sebastian,2013-12-15 19:12:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Silver Tabby,2013,12,True,False,False
A702940,,2015-05-20 09:00:00,Transfer,Cat,Female,1.0,Domestic Medium Hair,Blue,2015,5,False,True,False
A693869,Murphy,2014-12-22 18:16:00,Return_to_owner,Dog,Male,2.0,Siberian Husky,Black,2014,12,True,True,False
A550246,Poochie,2014-12-29 12:48:00,Return_to_owner,Dog,Female,9.0,Pekingese,White,2014,12,True,False,False
A694900,,2015-01-08 12:39:00,Return_to_owner,Dog,Male,0.038461538461538464,Pit Bull,White,2015,1,False,True,False
A690080,Ricardo,2014-10-17 11:21:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,White,2014,10,False,True,False
A676365,,2014-04-12 13:41:00,Adoption,Cat,Female,7.0,Domestic Longhair,Torbie,2014,4,True,True,False
A711846,Zeezou,2015-11-01 19:03:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2015,11,True,False,False
A679998,Suzie,2014-05-29 12:02:00,Return_to_owner,Dog,Female,2.0,Border Terrier,Tan,2014,5,True,False,False
A716355,Louise,2015-12-13 11:49:00,Adoption,Dog,Female,8.0,Dachshund,Brown,2015,12,True,False,False
A716891,Nala,2015-11-27 16:55:00,Return_to_owner,Dog,Female,2.0,Pit Bull,Brown,2015,11,True,True,False
A708426,Yo,2015-08-02 13:17:00,Transfer,Dog,Male,2.0,German Shepherd,Black,2015,8,False,True,False
A689362,Pookie,2014-12-04 17:21:00,Transfer,Dog,Female,5.0,Labrador Retriever,Black,2014,12,True,True,False
A697142,Red Girl,2015-05-21 08:22:00,Euthanasia,Dog,Female,1.0,Pit Bull,Yellow Brindle,2015,5,True,True,False
A679054,,2014-05-26 14:16:00,Transfer,Dog,Female,4.0,Miniature Pinscher,Black,2014,5,True,True,False
A698925,,2015-03-20 09:00:00,Transfer,Cat,,0.3333333333333333,Domestic Medium Hair,Black,2015,3,,False,False
A679595,Gizmo,2014-06-06 16:36:00,Transfer,Dog,Male,6.0,Chihuahua Shorthair,White,2014,6,True,True,False
A677936,Angie,2014-09-04 08:26:00,Adoption,Dog,Female,3.0,Labrador Retriever,Black,2014,9,True,True,False
A692950,Eddie,2014-12-05 19:17:00,Adoption,Dog,Male,2.0,Rottweiler,Black,2014,12,True,True,False
A668337,Tony,2014-01-01 13:42:00,Euthanasia,Dog,Male,1.0,Pit Bull,Brown Brindle,2014,1,False,True,False
A718527,,2016-01-03 09:37:00,Died,Dog,Female,2.0,German Shepherd,Black,2016,1,False,True,False
A687312,,2014-09-07 18:06:00,Transfer,Dog,Female,0.3333333333333333,Boykin Span,Black,2014,9,True,True,False
A720327,Ranger,2016-02-11 15:13:00,Adoption,Dog,Male,2.0,Golden Retriever,Red,2016,2,False,True,False
A695914,Buster,2015-02-06 14:57:00,Adoption,Cat,Male,8.0,Domestic Shorthair,Brown Tabby,2015,2,True,False,False
A671607,,2014-02-01 12:59:00,Adoption,Dog,Female,1.0,Rat Terrier,Tricolor,2014,2,True,False,False
A714877,,2015-10-30 09:00:00,Transfer,Cat,,0.5,Domestic Shorthair,Orange Tabby,2015,10,,False,False
A692878,Lala,2014-11-28 16:48:00,Return_to_owner,Dog,Female,3.0,Labrador Retriever,White,2014,11,True,False,False
A660489,Millie,2013-11-05 13:12:00,Adoption,Dog,Female,1.0,German Shepherd,Black,2013,11,True,False,False
A696114,Gato,2015-02-19 15:24:00,Adoption,Cat,Male,5.0,Domestic Shorthair,Cream Tabby,2015,2,True,False,False
A665753,,2013-10-23 15:01:00,Transfer,Cat,Male,1.0,Domestic Longhair,Brown Tabby,2013,10,False,False,False
A696799,Trina,2015-02-18 17:50:00,Adoption,Dog,Female,3.0,Chihuahua Shorthair,Tricolor,2015,2,True,False,False
A691559,Tigey Sue,2014-11-06 17:49:00,Euthanasia,Cat,Female,12.0,Domestic Shorthair,Brown Tabby,2014,11,True,True,False
A682790,Heisenberg,2014-07-09 17:24:00,Adoption,Dog,Male,0.8333333333333334,Australian Cattle Dog,Tricolor,2014,7,True,False,False
A680475,Abby,2014-06-08 16:53:00,Adoption,Dog,Female,1.0,Jack Russell Terrier,White,2014,6,True,True,False
A691355,Jonny Cash,2014-11-04 08:13:00,Euthanasia,Dog,Male,3.0,Boxer,Black,2014,11,True,False,False
A694981,,2015-01-12 13:16:00,Adoption,Dog,Female,0.25,Labrador Retriever,Black,2015,1,True,True,False
A448018,Chap,2013-11-27 15:26:00,Return_to_owner,Dog,Male,7.0,Cocker Spaniel,Black,2013,11,True,False,False
A690811,,2014-10-28 15:23:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2014,10,False,False,False
A713194,Ichigo,2015-12-07 14:37:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2015,12,True,False,False
A683642,Mimi,2014-10-30 16:43:00,Adoption,Dog,Female,0.3333333333333333,Border Collie,Brown Brindle,2014,10,True,True,False
A679704,,2014-05-25 15:05:00,Transfer,Dog,Male,0.08333333333333333,Chihuahua Shorthair,Brown,2014,5,False,False,False
A686167,Phillis,2014-08-23 14:19:00,Return_to_owner,Cat,Female,6.0,Siamese,Flame Point,2014,8,True,False,False
A620697,Rambo,2014-11-05 12:55:00,Return_to_owner,Dog,Male,3.0,Pit Bull,Black,2014,11,True,True,False
A680129,Hugh,2014-07-03 17:40:00,Adoption,Cat,Male,0.16666666666666666,Siamese,Flame Point,2014,7,True,False,False
A683419,Prissy,2014-10-19 14:26:00,Adoption,Cat,Female,9.0,Domestic Shorthair,White,2014,10,True,True,False
A609693,Bahgeera,2015-01-29 17:41:00,Return_to_owner,Cat,Male,3.0,Domestic Shorthair,Black,2015,1,True,False,False
A708199,Boss,2015-07-29 17:56:00,Return_to_owner,Dog,Male,5.0,Pit Bull,Tan,2015,7,True,True,False
A692341,Maggie,2015-01-04 14:42:00,Return_to_owner,Dog,Female,2.0,Chihuahua Shorthair,Tan,2015,1,True,False,False
A715493,,2015-11-06 09:00:00,Transfer,Cat,Male,0.6666666666666666,Domestic Shorthair,Orange Tabby,2015,11,False,False,False
A664508,Shadow,2013-10-15 11:57:00,Return_to_owner,Dog,Male,3.0,Great Dane,Black,2013,10,True,False,False
A698450,Mac,2015-03-21 14:27:00,Adoption,Dog,Male,2.0,Australian Cattle Dog,Tricolor,2015,3,True,False,False
A672147,Greta,2014-06-21 15:40:00,Adoption,Dog,Female,2.0,Pit Bull,Brown,2014,6,True,True,False
A714763,Lucy,2015-12-16 14:38:00,Transfer,Dog,Female,2.0,Pit Bull,Fawn,2015,12,True,True,False
A662933,Max,2013-10-12 17:13:00,Return_to_owner,Dog,Male,7.0,Pug,Brown,2013,10,True,True,False
A678046,,2014-05-09 13:17:00,Transfer,Dog,Female,6.0,Labrador Retriever,Black,2014,5,False,True,False
A702904,Cuddles,2015-07-15 19:02:00,Adoption,Cat,Male,0.16666666666666666,Domestic Medium Hair,Brown Tabby,2015,7,True,False,False
A689192,,2014-09-30 15:08:00,Euthanasia,Cat,Male,0.057692307692307696,Domestic Shorthair,Blue Tabby,2014,9,False,True,False
A682140,Maverick,2014-07-05 14:48:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Black,2014,7,True,True,False
A716095,Corny,2015-12-08 17:58:00,Adoption,Dog,Male,10.0,Chihuahua Shorthair,White,2015,12,False,True,False
A687082,,2014-09-01 17:04:00,Euthanasia,Cat,Female,0.3333333333333333,Domestic Shorthair,Torbie,2014,9,False,False,False
A673578,,2014-02-27 11:16:00,Transfer,Dog,Female,0.16666666666666666,Chihuahua Shorthair,Brown,2014,2,False,True,False
A687341,,2014-09-03 18:52:00,Transfer,Cat,Male,0.07692307692307693,Domestic Medium Hair,Black Smoke,2014,9,False,True,False
A700741,,2015-04-23 17:25:00,Adoption,Dog,Female,1.0,Chihuahua Shorthair,White,2015,4,True,True,False
A704804,,2015-06-09 15:54:00,Transfer,Cat,,0.057692307692307696,Siamese,Seal Point,2015,6,,False,False
A679335,Rosie,2014-05-25 15:30:00,Return_to_owner,Dog,Female,12.0,Chihuahua Shorthair,Black,2014,5,True,True,False
A685641,Cayenne,2014-08-16 13:48:00,Return_to_owner,Cat,Female,4.0,Domestic Shorthair,Orange Tabby,2014,8,True,True,False
A709020,Juju,2015-11-06 11:28:00,Adoption,Dog,Female,13.0,Labrador Retriever,Yellow,2015,11,True,False,False
A716505,,2015-11-20 15:31:00,Transfer,Dog,Male,0.019230769230769232,German Shepherd,Tan,2015,11,False,False,False
A659021,Melly,2013-10-21 15:08:00,Transfer,Dog,Female,6.0,Beauceron,Black,2013,10,True,True,False
A701187,Tandie,2015-05-25 14:12:00,Euthanasia,Dog,Female,2.0,Boxer,Tan,2015,5,True,True,False
A675586,Lucky,2014-03-30 16:24:00,Return_to_owner,Dog,Male,4.0,Siberian Husky,Gray,2014,3,True,True,False
A711772,Munec0,2016-01-05 12:51:00,Transfer,Dog,Male,2.0,Pit Bull,Tan,2016,1,True,False,False
A669159,Ghost,2013-12-22 18:29:00,Adoption,Cat,Female,0.75,Domestic Shorthair,Brown Tabby,2013,12,True,True,False
A693101,Rooster,2014-12-26 15:45:00,Transfer,Cat,Male,4.0,Domestic Shorthair,Orange Tabby,2014,12,True,False,False
A663603,Vince,2013-12-29 13:00:00,Adoption,Dog,Male,1.0,Australian Cattle Dog,White,2013,12,True,True,False
A690098,Bunny,2014-10-15 15:05:00,Transfer,Cat,Female,0.08333333333333333,Japanese Bobtail,Torbie,2014,10,False,False,False
A663878,,2013-10-02 18:16:00,Adoption,Dog,Female,2.0,Glen Of Imaal,Black,2013,10,True,False,False
A683657,Spruce,2014-07-17 17:55:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Blue Tabby,2014,7,True,False,False
A358697,Fuzzo,2015-02-12 18:50:00,Return_to_owner,Dog,Male,11.0,Pit Bull,Brown,2015,2,True,True,False
A689183,,2014-10-25 12:50:00,Adoption,Dog,Female,0.08333333333333333,Golden Retriever,Brown,2014,10,True,False,False
A694918,Peanut,2015-02-06 12:46:00,Transfer,Cat,Male,1.0,Domestic Shorthair,Orange Tabby,2015,2,True,True,False
A680648,,2014-06-06 19:30:00,Transfer,Cat,Male,1.0,Domestic Medium Hair,Blue,2014,6,False,True,False
A703484,Tate,2015-05-26 13:07:00,Return_to_owner,Dog,Male,2.0,Yorkshire Terrier,Black,2015,5,False,True,False
A706804,Blackie,2015-07-03 17:28:00,Transfer,Dog,Female,0.16666666666666666,Rottweiler,Black,2015,7,False,True,False
A676760,,2014-04-14 19:08:00,Transfer,Cat,Female,0.057692307692307696,Domestic Shorthair,Brown Tabby,2014,4,False,True,False
A717767,,2015-12-30 12:46:00,Euthanasia,Cat,Male,1.0,Domestic Shorthair,Brown Tabby,2015,12,False,False,False
A686544,,2014-08-27 17:01:00,Adoption,Dog,Female,5.0,Shih Tzu,Cream,2014,8,True,False,False
A694744,Max,2015-01-09 17:42:00,Transfer,Dog,Male,9.0,German Shepherd,Red,2015,1,True,True,False
A715226,,2015-11-02 12:34:00,Euthanasia,Cat,,0.08333333333333333,Domestic Shorthair,Black,2015,11,,False,False
A705135,Sasha,2015-06-21 17:54:00,Adoption,Dog,Female,2.0,Siberian Husky,Black,2015,6,True,True,False
A674107,Fiona,2014-03-14 12:43:00,Transfer,Dog,Female,10.0,Labrador Retriever,Red,2014,3,True,True,False
A682677,,2014-07-01 18:52:00,Transfer,Cat,Female,0.057692307692307696,Domestic Shorthair,Blue,2014,7,False,True,False
A688436,,2014-09-23 14:26:00,Transfer,Dog,Male,0.4166666666666667,German Shepherd,White,2014,9,False,False,False
A686390,Huey,2014-08-25 17:30:00,Adoption,Dog,Male,0.3333333333333333,Anatol Shepherd,Tan,2014,8,True,True,False
A701133,Cookie,2015-04-26 19:00:00,Return_to_owner,Dog,Male,2.0,Border Collie,Black,2015,4,True,True,False
A720094,Jack,2016-02-07 18:32:00,Transfer,Dog,Male,5.0,German Shepherd,Black,2016,2,True,True,False
A670127,Tiny Louise,2014-01-06 17:08:00,Adoption,Dog,Female,1.0,Jack Russell Terrier,Tricolor,2014,1,True,False,False
A686873,Moon,2014-09-05 15:07:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Black,2014,9,False,False,False
A696291,Scruffy,2015-02-10 18:11:00,Adoption,Dog,Male,2.0,Miniature Poodle,Gray,2015,2,True,False,False
A681441,,2014-06-19 14:52:00,Transfer,Cat,Male,0.09615384615384616,Domestic Medium Hair,Orange Tabby,2014,6,False,False,False
A616906,Estrella,2014-06-30 14:39:00,Transfer,Cat,Female,4.0,Maine Coon,Brown Tabby,2014,6,True,True,False
A718254,Remington,2015-12-28 18:34:00,Return_to_owner,Dog,Male,1.0,Labrador Retriever,Black,2015,12,True,False,False
A705422,Aurora,2015-07-26 16:58:00,Adoption,Dog,Female,0.4166666666666667,German Shepherd,Black,2015,7,True,True,False
A673321,Helen,2014-03-03 17:03:00,Adoption,Cat,Female,12.0,Siamese,Seal Point,2014,3,True,False,False
A700996,Kizma,2015-05-08 19:18:00,Adoption,Cat,Female,8.0,Domestic Shorthair,Calico,2015,5,True,False,False
A707010,Thing 2,2015-07-07 17:24:00,Return_to_owner,Cat,Male,2.0,Domestic Shorthair,Brown Tabby,2015,7,True,False,False
A667135,Sadie,2014-07-13 17:50:00,Return_to_owner,Dog,Female,2.0,Pit Bull,Red,2014,7,True,True,False
A718530,Zoe,2016-01-07 17:56:00,Adoption,Dog,Female,2.0,Chihuahua Shorthair,White,2016,1,True,True,False
A689692,,2014-10-08 13:08:00,Transfer,Cat,Female,0.057692307692307696,Domestic Shorthair,Black,2014,10,False,False,False
A664776,,2013-10-14 23:58:00,Transfer,Dog,Female,1.0,Labrador Retriever,Brown,2013,10,False,True,False
A684398,Multipass,2014-08-13 18:14:00,Adoption,Dog,Female,0.16666666666666666,Chihuahua Shorthair,Black,2014,8,True,True,False
A716002,,2015-11-16 12:31:00,Return_to_owner,Dog,Male,9.0,Rat Terrier,White,2015,11,True,True,False
A695693,Sprinkle,2015-01-30 16:12:00,Adoption,Cat,Female,5.0,Domestic Shorthair,Calico,2015,1,True,True,False
A696571,Paisley,2015-02-12 14:59:00,Transfer,Dog,Female,0.5,Labrador Retriever,Chocolate,2015,2,True,False,False
A680146,,2014-05-31 11:22:00,Transfer,Dog,Male,0.005479452054794521,Labrador Retriever,Cream,2014,5,False,False,False
A714823,,2016-02-12 18:41:00,Transfer,Cat,Male,2.0,Domestic Shorthair,Black,2016,2,True,True,False
A598288,Bella,2015-11-14 13:05:00,Return_to_owner,Dog,Female,10.0,Rottweiler,Black,2015,11,True,True,False
A708707,,2015-07-30 18:18:00,Transfer,Cat,Female,0.038461538461538464,Domestic Shorthair,Orange Tabby,2015,7,False,False,False
A665205,,2013-10-15 13:10:00,Transfer,Cat,Female,0.038461538461538464,Domestic Shorthair,Tortie,2013,10,False,False,False
A701325,Willow,2015-05-03 14:06:00,Adoption,Dog,Female,1.0,Miniature Poodle,White,2015,5,True,False,False
A675310,,2014-03-26 13:24:00,Transfer,Cat,Female,0.005479452054794521,Domestic Shorthair,Blue,2014,3,False,True,False
A671364,Oso,2014-02-01 17:18:00,Return_to_owner,Dog,Male,0.16666666666666666,German Shepherd,Brown Brindle,2014,2,True,False,False
A709578,Miley,2015-08-13 17:36:00,Return_to_owner,Dog,Female,1.0,Pit Bull,Blue,2015,8,True,True,False
A664973,Walter,2013-11-17 12:59:00,Adoption,Cat,Male,0.16666666666666666,Snowshoe,Seal Point,2013,11,True,False,False
A679712,Lolly,2014-09-21 14:43:00,Transfer,Dog,Female,0.4166666666666667,Labrador Retriever,Chocolate,2014,9,True,False,False
A662272,Bernard,2013-10-21 17:06:00,Transfer,Dog,Male,2.0,Rottweiler,Black,2013,10,True,False,False
A693543,Q-Tip,2014-12-13 15:40:00,Transfer,Dog,Male,0.8333333333333334,Pit Bull,Brown,2014,12,False,True,False
A670891,,2014-01-17 13:28:00,Transfer,Cat,Male,0.6666666666666666,Domestic Shorthair,Black,2014,1,False,False,False
A687392,Squeek,2014-09-07 14:21:00,Return_to_owner,Dog,Male,2.0,Chihuahua Shorthair,Black,2014,9,True,False,False
A667658,Alana,2013-11-24 17:10:00,Adoption,Dog,Female,0.4166666666666667,Pit Bull,Brown Brindle,2013,11,True,False,False
A697490,,2015-03-06 12:48:00,Euthanasia,Dog,Female,1.0,Pit Bull,Brown,2015,3,False,True,False
A666520,,2013-11-04 16:12:00,Transfer,Dog,Female,1.0,Beagle,Yellow,2013,11,True,False,False
A669275,Celste,2013-12-19 17:09:00,Return_to_owner,Dog,Female,2.0,Chihuahua Shorthair,Brown,2013,12,True,True,False
A675514,,2014-05-16 19:02:00,Adoption,Cat,Male,0.08333333333333333,Domestic Shorthair,Brown Tabby,2014,5,True,True,False
A695290,Sunny,2015-01-26 12:54:00,Transfer,Dog,Male,3.0,Labrador Retriever,White,2015,1,True,False,False
A673952,,2014-03-06 14:29:00,Transfer,Cat,,0.6666666666666666,Domestic Shorthair,Brown Tabby,2014,3,,True,False
A679950,Leonard,2014-08-19 11:04:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Cream Tabby,2014,8,True,True,False
A686804,Buster,2014-10-25 12:12:00,Transfer,Dog,Male,0.4166666666666667,Dachshund,Red,2014,10,True,True,False
A679594,Cocoa,2014-07-02 13:18:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Black,2014,7,True,False,False
A690327,Rusty,2014-10-22 15:08:00,Transfer,Cat,Male,14.0,Domestic Shorthair,Orange Tabby,2014,10,True,False,False
A701556,Fisk,2015-09-29 07:37:00,Return_to_owner,Dog,Male,6.0,Pit Bull,Blue,2015,9,True,False,False
A676913,,2014-04-17 11:16:00,Transfer,Cat,Female,0.00821917808219178,Domestic Longhair,Calico,2014,4,False,True,False
A706874,Maya,2015-10-27 15:58:00,Adoption,Dog,Female,2.0,Australian Shepherd,Blue Merle,2015,10,True,True,False
A700908,,2015-04-21 12:00:00,Transfer,Cat,Male,0.005479452054794521,Domestic Shorthair,Orange Tabby,2015,4,False,False,False
A712951,Pontiac,2015-10-13 13:49:00,Transfer,Dog,Male,2.0,Queensland Heeler,Black,2015,10,True,True,False
A680529,,2014-06-04 09:05:00,Euthanasia,Cat,Male,0.08333333333333333,Domestic Shorthair,Orange Tabby,2014,6,False,False,False
A660027,Pinto,2014-08-21 14:19:00,Transfer,Dog,Male,2.0,Pointer,Brown Brindle,2014,8,True,True,False
A681867,,2014-06-25 18:03:00,Adoption,Dog,Female,0.16666666666666666,Australian Kelpie,Yellow Brindle,2014,6,True,True,False
A668585,Roscoe,2013-12-17 18:28:00,Return_to_owner,Dog,Male,2.0,Cardigan Welsh Corgi,Tan,2013,12,True,True,False
A720532,Ellie,2016-02-21 15:52:00,Adoption,Cat,Female,0.5,Domestic Shorthair,Tortie,2016,2,True,False,False
A670018,Yeti,2014-05-21 13:23:00,Adoption,Dog,Male,4.0,Great Pyrenees,White,2014,5,True,True,False
A667891,,2013-12-04 12:43:00,Transfer,Dog,Male,2.0,Chihuahua Shorthair,Tan,2013,12,True,True,False
A637456,Kramer,2014-05-03 15:26:00,Adoption,Dog,Male,4.0,Boxer,Brown,2014,5,True,True,False
A667138,Angel,2013-11-22 14:18:00,Return_to_owner,Cat,Male,11.0,Domestic Medium Hair,White,2013,11,True,False,False
A702582,,2015-05-16 09:00:00,Transfer,Cat,Female,1.0,Domestic Longhair,Blue,2015,5,False,False,False
A687885,,2014-09-14 09:00:00,Transfer,Cat,Female,0.5,Domestic Medium Hair,Silver Tabby,2014,9,False,False,False
